M_x 100000 -0.1219895859 7756.296791
M_y 100000 -0.1362932174 7031.362859
M_z 100000 -0.3917962641 22414.80449
M_x_box 100000 -0.004178596653 1192.911399
M_y_box 100000 -0.9096727701 83930.54329
M_z_box 100000 -0.9118787989 84284.6095
Q_xx 100000 0.418968422 55640.94445
Q_xy 100000 0.4563173549 133855.3452
Q_xz 100000 -0.5555552817 112050.8976
Q_yx 100000 0.6873403629 92190.4694
Q_yy 100000 0.05523109989 79527.13533
Q_yz 100000 0.2941173061 221047.5316
Q_zx 100000 -0.5101192279 62334.44632
Q_zy 100000 -1.210965212 219059.9064
Q_zz 100000 -0.4709601837 85925.91211
Q_xx_box 100000 -0.01618026469 22654.57238
Q_xy_box 100000 -0.606001366 440201.4972
Q_xz_box 100000 -1.23360673 494036.2981
Q_yx_box 100000 2.910477926 1042511.768
Q_yy_box 100000 0.0280021518 18276.68894
Q_yz_box 100000 0.6085086055 398071.1266
Q_zx_box 100000 -1.99383956 837188.9331
Q_zy_box 100000 -2.637840637 956543.4497
Q_zz_box 100000 0.02681390308 15468.8715
M2 100000 0.3720246414 21730.19691
M2_box 100000 1.694080642 295289.557
diel_std 100000 6.595587551 4350382.275mu_abs_dip 10000000 0.08640065111 74650.7251
